Application Number,Publication number,Title,Status,Country,Grant Date,Expiration date,size_family,number_citations,score
US12089751,US20090224995,Slim triple band antenna array for cellular base stations,Inactive-Sold,United States,2013-07-30 00:00:00,2029-04-09 00:00:00,52,129,2.65660209656759
PCTIB2006002975,WO2007042938,Slim triple band antenna array for cellular base stations,Inactive-Sold,International,,,125,125,1.5469374950984238
US15977795,US20180261910,Slim triple band antenna array for cellular base stations,Inactive-Sold,United States,,,122,128,1.5468688730295665
EP05005540,,Slotted ground plane used as a slot antenna or used for a pifa antenna,Inactive-Abandoned,European Patent,,2006-03-15 00:00:00,0,0,0.625
EP06725083,EP1859508,Slotted ground plane used as a slot antenna or used for a pifa antenna,Inactive-Withdrawn,European Patent,,2009-10-01 00:00:00,56,56,0.8513613311374271
US12958522,US20110068995,Slotted ground plane used as a slot antenna or used for a pifa antenna,Granted,United States,2012-02-07 00:00:00,2025-03-15 00:00:00,26,58,2.6694050139858314
US13336127,US20120092226,Slotted ground plane used as a slot antenna or used for a pifa antenna,Granted,United States,2013-11-26 00:00:00,2025-03-15 00:00:00,54,57,2.7243059367892712
US11884991,US20080316118,Slotted ground plane used as a slot antenna or used for a pifa antenna,Granted,United States,2011-01-18 00:00:00,2027-01-06 00:00:00,42,56,2.6979060465845817
PCTEP2006060766,WO2006097496,Slotted ground plane used as a slot antenna or used for a pifa antenna,Inactive-Nationalized,International,,,50,56,1.255832875852874
EP05104026,,Antenna diversity system and slot antenna component,Inactive-Abandoned,European Patent,,2006-05-13 00:00:00,0,0,0.625
US60680693,,Antenna diversity system and slot antenna component,Inactive-Expired,United States,,2006-05-13 00:00:00,0,0,0.8333333333333333
EP06763138,EP1880444,Antenna diversity system and slot antenna component,Inactive-Abandoned,European Patent,,2008-09-04 00:00:00,61,61,0.8715721642746974
US11914178,US20080198082,Antenna diversity system and slot antenna component,Granted,United States,2013-09-10 00:00:00,2028-02-15 00:00:00,24,64,2.677397851148929
PCTEP2006062285,WO2006120250,Antenna diversity system and slot antenna component,Inactive-Nationalized,International,,,56,61,1.278076229315348
EP06110437,,Slot antenna component,Inactive-Abandoned,European Patent,,2007-02-27 00:00:00,0,0,0.625
US60778323,,Slot antenna component,Inactive-Expired,United States,,2007-03-02 00:00:00,0,0,0.8333333333333333
US60788857,,Wireless portable device including internal broadcast receiver,Inactive-Expired,United States,,2007-04-03 00:00:00,0,0,0.8333333333333333
EP06113473,,Wireless portable device including internal broadcast receiver,Inactive-Abandoned,European Patent,,2007-05-04 00:00:00,0,0,0.625
US12226024,US20090156151,Wireless portable device including internal broadcast receiver,Granted,United States,2013-06-25 00:00:00,2029-06-08 00:00:00,47,64,2.724145818628604
PCTEP06007782,WO2007128340,Wireless portable device including internal broadcast receiver,Inactive-Nationalized,International,,,58,64,1.2881702088725067
US16027891,US2019002012,Distributed antenna system robust to human body loading effects,Inactive-NA,United States,2019-09-10 00:00:00,2026-06-08 00:00:00,0,0,1.875
EP06115119,,Distributed antenna system robust to human body loading effects,Inactive-Sold,European Patent,,2007-06-08 00:00:00,0,0,1.0416666666666667
US60812548,,Distributed antenna system robust to human body loading effects,Inactive-Sold,United States,,2007-06-09 00:00:00,0,0,1.0416666666666667
EP07729732,EP2025043,Distributed antenna system robust to human body loading effects,Inactive-Sold,European Patent,,2010-04-20 00:00:00,104,104,1.4620519959218887
US14635568,US20150171524,Distributed antenna system robust to human body loading effects,Inactive-Sold,United States,2018-07-24 00:00:00,2026-07-04 00:00:00,101,104,2.7059544349462787
US12227963,US20090318094,Distributed antenna system robust to human body loading effects,Inactive-Sold,United States,2015-04-14 00:00:00,2029-11-09 00:00:00,51,104,2.6043284186861166
PCTEP2007055329,WO2007141187,Distributed antenna system robust to human body loading effects,Inactive-Sold,International,,,103,104,1.4600194755966853
EP06115954,,"Chip module, SIM card, wireless device and wireless communication method",Inactive-Abandoned,European Patent,,2007-06-23 00:00:00,0,0,0.625
US60816811,,"Chip module, SIM card, wireless device and wireless communication method",Inactive-Expired,United States,,2007-06-27 00:00:00,0,0,0.8333333333333333
US12308417,US20100019038,"Chip module, SIM card, wireless device and wireless communication method",Granted,United States,2012-06-12 00:00:00,2027-10-27 00:00:00,31,67,2.6976544323321043
PCTEP2007005547,WO2007147629,"Chip module, SIM card, wireless device and wireless communication method",Inactive-Nationalized,International,,,64,67,1.3063942697304787
US60831544,,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Inactive-Expired,,,2007-07-18 00:00:00,0,0,0.8333333333333333
EP06117352,,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Inactive-Abandoned,,,2007-07-18 00:00:00,0,0,0.625
US60856410,,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Inactive-Expired,,,2007-11-03 00:00:00,0,0,0.8333333333333333
EP07765189,,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Inactive-Abandoned,,,2013-06-20 00:00:00,0,0,0.625
US12309463,US20090243943,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Inactive-Abandoned,,,2014-02-05 00:00:00,523,622,2.9380081300813012
US15856626,US20180151945,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Granted,,2020-05-05 00:00:00,2026-07-18 00:00:00,615,615,4.985932475884244
US16832820,US20200295440,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Granted,,2021-06-08 00:00:00,2026-07-18 00:00:00,615,615,4.985932475884244
US14246491,US20140253395,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Granted,,2015-08-04 00:00:00,2026-07-18 00:00:00,613,615,4.981867435233838
US14738090,US20160099496,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Granted,,2018-02-20 00:00:00,2026-07-18 00:00:00,610,615,4.975769874258228
US17246192,US20210351493,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Granted,,2022-05-31 00:00:00,2026-07-18 00:00:00,615,615,4.985932475884244
US11614429,US20080018543,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Granted,,2014-05-27 00:00:00,2028-09-02 00:00:00,517,617,4.790764776618827
PCTEP2007006242,WO2008009391,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Inactive-Nationalized,,,,614,615,3.5255666222257083
US17704942,US20220328954,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Granted,,2023-08-22 00:00:00,2026-07-18 00:00:00,609,620,4.983785585444279
US18339523,US20230335886,Multiple-body-configuration multimedia and smartphone multifunction wireless devices,Filed,,,,614,620,3.327281520403629
US14807302,US20150333402,Wireless device including a multiband antenna system,Inactive-NA,United States,,2016-08-22 00:00:00,91,92,0.9948468094005698
US15331390,US20170040676,Wireless device including a multiband antenna system,Inactive-NA,United States,2019-11-12 00:00:00,2027-03-30 00:00:00,89,92,2.2407817687501637
EP07105364,,Wireless device including a multiband antenna system,Inactive-Sold,European Patent,,2008-03-30 00:00:00,0,0,1.0416666666666667
US60910113,,Wireless device including a multiband antenna system,Inactive-Sold,United States,,2008-04-04 00:00:00,0,0,1.0416666666666667
EP08718205,EP2140517,Wireless device including a multiband antenna system,Inactive-Sold,European Patent,,2012-05-21 00:00:00,92,92,1.41354599639244
US12593290,US20100109955,Wireless device including a multiband antenna system,Inactive-Sold,United States,2015-09-08 00:00:00,2029-11-23 00:00:00,46,94,2.574069354037592
PCTEP2008053526,WO2008119699,Wireless device including a multiband antenna system,Inactive-Sold,International,,,85,92,1.399318354116017
US16597531,,Wireless device including a multiband antenna system,Inactive-NA,United States,,,0,0,0.625
EP07011177,,"Dual-polarized radiating element, dual-band dual-polarized antenna assembly and dual-polarized antenna array",Inactive-Sold,European Patent,,2008-06-06 00:00:00,0,0,1.0416666666666667
US60943612,,"Dual-polarized radiating element, dual-band dual-polarized antenna assembly and dual-polarized antenna array",Inactive-Sold,United States,,2008-06-13 00:00:00,0,0,1.0416666666666667
US12602927,US20100171675,"Dual-polarized radiating element, dual-band dual-polarized antenna assembly and dual-polarized antenna array",Inactive-Sold,United States,2013-01-15 00:00:00,2030-02-26 00:00:00,8,32,2.3722355109403184
PCTEP2008004539,WO2008148569,"Dual-polarized radiating element, dual-band dual-polarized antenna assembly and dual-polarized antenna array",Inactive-Sold,International,,,29,32,1.1649184377695867
US15670872,US20170338561,Antennaless wireless device,Inactive-NA,United States,,2018-10-11 00:00:00,112,112,1.0777226622748541
US15004151,US20160141756,Antennaless wireless device,Inactive-NA,United States,2017-09-12 00:00:00,2028-08-04 00:00:00,110,112,2.3236576216244478
EP08161722,,Antennaless wireless device,Inactive-Sold,European Patent,,2009-08-04 00:00:00,0,0,1.0416666666666667
US61086838,,Antennaless wireless device,Inactive-Sold,United States,,2009-08-07 00:00:00,0,0,1.0416666666666667
P200930444,,Antennaless wireless device,Inactive-Sold,Spain,,2010-07-13 00:00:00,0,0,1.0416666666666667
CN200980130704,CN102119467,Antennaless wireless device,Inactive-Sold,China P.R.,,2013-01-15 00:00:00,98,101,1.4438279350639167
EP09777591,EP2319122,Antennaless wireless device,Inactive-Sold,European Patent,,2013-03-07 00:00:00,99,99,1.4418411627846182
US14738115,US20150280314,Antennaless wireless device,Inactive-Sold,United States,2016-03-01 00:00:00,2028-08-04 00:00:00,110,112,2.7403242882911143
US12669147,US20100188300,Antennaless wireless device,Inactive-Sold,United States,2012-06-19 00:00:00,2029-07-15 00:00:00,67,100,2.6288101586803654
US13476503,US20120242557,Antennaless wireless device,Inactive-Sold,United States,2015-09-08 00:00:00,2029-09-03 00:00:00,110,112,2.7403242882911143
PCTEP09005579,WO2010015365,Antennaless wireless device,Inactive-Sold,International,,,97,99,1.4377761221342116
US15973124,US20180254558,Antennaless wireless device,Inactive-NA,United States,,,110,112,1.0736576216244478
US15131920,US20160233584,Antennaless wireless device capable of multiband operation,Inactive-NA,United States,2018-05-01 00:00:00,2028-08-04 00:00:00,111,112,2.325690141949651
US15927497,US20180277952,Antennaless wireless device capable of multiband operation,Inactive-NA,United States,2019-04-02 00:00:00,2028-08-04 00:00:00,112,112,2.327722662274854
EP08172925,,Antennaless wireless device capable of multiband operation,Inactive-Sold,European Patent,,2009-12-24 00:00:00,0,0,1.0416666666666667
US61142523,,Antennaless wireless device capable of multiband operation,Inactive-Sold,United States,,2010-01-05 00:00:00,0,0,1.0416666666666667
P200930499,,Antennaless wireless device capable of multiband operation,Inactive-Sold,Spain,,2010-07-24 00:00:00,0,0,1.0416666666666667
CN200980130669,CN102084542,Antennaless wireless device capable of operation in multiple frequency regions,Inactive-Sold,China P.R.,2014-01-22 00:00:00,2028-08-04 00:00:00,99,99,2.6918411627846184
US14257511,US20140340276,Antennaless wireless device capable of multiband operation,Inactive-Sold,United States,2016-05-24 00:00:00,2028-08-07 00:00:00,111,112,2.742356808616318
US13530704,US20130154896,Antennaless wireless device capable of multiband operation,Inactive-Sold,United States,2014-05-27 00:00:00,2028-09-02 00:00:00,112,112,2.744389328941521
US12669928,US20100176999,Antennaless wireless device capable of operation in multiple frequency regions,Inactive-Sold,United States,2012-08-07 00:00:00,2029-07-26 00:00:00,76,114,2.675237889838706
PCTEP09005578,WO2010015364,Antennaless wireless device capable of operation in multiple frequency regions,Inactive-Sold,International,,,108,112,1.486259247640708
EP09777590,EP2319121,Antennaless wireless device capable of multiband operation,Inactive-Sold,European Patent,,,99,99,1.4418411627846182
US16275792,US20190252779,Antennaless wireless device capable of multiband operation,Inactive-NA,United States,,,112,112,1.0777226622748541
EP09163057,,Wireless device providing operability for broadcast standards and method enabling such operability,Inactive-Sold,European Patent,,2010-06-18 00:00:00,0,0,1.0416666666666667
US61218522,,Wireless device providing operability for broadcast standards and method enabling such operability,Inactive-Sold,United States,,2010-06-19 00:00:00,0,0,1.0416666666666667
US61220371,,Wireless device providing operability for broadcast standards and method enabling such operability,Inactive-Sold,United States,,2010-06-25 00:00:00,0,0,1.0416666666666667
P201000508,,Wireless device providing operability for broadcast standards and method enabling such operability,Inactive-Sold,Spain,,2011-04-21 00:00:00,0,0,1.0416666666666667
EP10727677,,Wireless device providing operability for broadcast standards and method enabling such operability,Inactive-Sold,European Patent,,2012-03-07 00:00:00,0,0,1.0416666666666667
US13378588,US20120139813,Wireless device providing operability for broadcast standards and method enabling such operability,Inactive-Sold,United States,,2014-09-04 00:00:00,6,10,1.0739582516403943
PCTEP2010003645,WO2010145825,Wireless device providing operability for broadcast standards and method enabling such operability,Inactive-Sold,International,,,3,10,1.0678606906647845
US61300573,,Antennaless wireless device comprising one or more bodies,Inactive-Sold,United States,,2011-02-02 00:00:00,0,0,1.0416666666666667
EP10152402,,Antennaless wireless device comprising one or more bodies,Inactive-Sold,European Patent,,2012-10-10 00:00:00,0,0,1.0416666666666667
US13552311,US20120299786,Antennaless wireless device comprising one or more bodies,Inactive-Sold,United States,2015-09-29 00:00:00,2031-02-07 00:00:00,87,91,2.651373748464173
PCTEP2011000472,WO2011095330,Antennaless wireless device comprising one or more bodies,Inactive-Sold,International,,,81,91,1.3891786265129533
P201031121,,Antennaless wireless device comprising one or more bodies,Inactive-Sold,Spain,,,0,0,1.0416666666666667
US15266085,US20170005398,Antennaless wireless device capable of multiband MIMO operation,Inactive-NA,United States,2018-06-12 00:00:00,2030-08-03 00:00:00,92,94,2.2508986223302747
US61370368,,Antennaless wireless device capable of multiband MIMO operation,Inactive-Sold,United States,,2011-08-03 00:00:00,0,0,1.0416666666666667
CN201180042288,CN103155276,Antennaless wireless device capable of multiband MIMO operation,Inactive-Sold,China P.R.,2015-11-25 00:00:00,2030-08-03 00:00:00,90,93,2.6614906020442843
US14581044,US20150162667,Antennaless wireless device capable of multiband MIMO operation,Inactive-Sold,United States,2015-08-18 00:00:00,2030-08-03 00:00:00,93,93,2.667588163019894
US13755189,US20130187825,Antennaless wireless device capable of multiband MIMO operation,Inactive-Sold,United States,2015-02-10 00:00:00,2030-12-19 00:00:00,91,93,2.6635231223694875
PCTEP2011063377,WO2012017013,Antennaless wireless device capable of multiband MIMO operation,Inactive-Sold,International,,,86,94,1.405370167045722
P201130202,,Antennaless wireless device comprising one or more bodies,Inactive-Sold,Spain,,,0,0,1.0416666666666667
EP10171703,,Antennaless wireless device capable of multiband MIMO operation,Inactive-Sold,European Patent,,,0,0,1.0416666666666667
US14807329,US20150333414,Antennaless wireless device capable of multiband MIMO operation,Inactive-NA,United States,,,93,93,1.0009214963532271
US61661885,,Compact Radiating Array for Wireless Handheld or Portable Devices,Inactive-Sold,United States,,2013-06-20 00:00:00,0,0,1.0416666666666667
US13799857,US20130342416,Compact Radiating Array for Wireless Handheld or Portable Devices,Inactive-Sold,United States,2017-02-21 00:00:00,2032-11-04 00:00:00,26,30,2.4048015841894754
US15415586,US20170201015,Compact Radiating Array for Wireless Handheld or Portable Devices,Inactive-NA,United States,,,18,30,0.7218747549211826
US61671906,,Concentrated antennaless wireless device providing operability in multiple frequency regions,Inactive-Sold,United States,,2013-07-16 00:00:00,0,0,1.0416666666666667
CN201380038225,CN104798251A,Concentrated antennaless wireless device providing operability in multiple frequency regions,Inactive-Sold,China P.R.,2017-12-19 00:00:00,2032-07-16 00:00:00,40,44,2.4613919169738323
US13803100,US20140015730,Concentrated antennaless wireless device providing operability in multiple frequency regions,Inactive-Sold,United States,2016-06-28 00:00:00,2033-05-02 00:00:00,43,44,2.467489477949442
PCTEP2013064117,WO2014012796,Concentrated antennaless wireless device providing operability in multiple frequency regions,Inactive-Sold,International,,,31,46,1.1971185266515045
EP13753587,EP2873111,Concentrated antennaless wireless device providing operability in multiple frequency regions,Inactive-Sold,European Patent,,,43,44,1.2174894779494418
US15163469,,Concentrated antennaless wireless device providing operability in multiple frequency regions,Inactive-NA,United States,,,0,0,0.625
US15608461,US20170288309,Concentrated antennaless wireless device providing operability in multiple frequency regions,Inactive-NA,United States,,,39,44,0.7926927299819622
US15093513,US20160218418,"Wireless handheld devices, radiation systems and manufacturing methods",Inactive-NA,United States,2018-01-09 00:00:00,2032-07-16 00:00:00,45,51,2.068955376048937
US13946922,US20140015728,"Wireless handheld devices, radiation systems and manufacturing methods",Inactive-Sold,United States,2016-05-03 00:00:00,2033-03-12 00:00:00,48,51,2.491719603691214
CN201380038245,CN104508905,"Wireless handheld devices, radiation systems and manufacturing methods",Inactive-Sold,China P.R.,2016-10-19 00:00:00,2033-07-10 00:00:00,40,44,2.4613919169738323
PCTEP2013064692,WO2014012842,"Wireless handheld devices, radiation systems and manufacturing methods",Inactive-Sold,International,,,37,45,1.207304002300473
EP13762997,EP2873112,"Wireless handheld devices, radiation systems and manufacturing methods",Inactive-Sold,European Patent,,,44,44,1.219521998274645
US15835007,US20180097278,"Wireless handheld devices, radiation systems and manufacturing methods",Inactive-NA,United States,,,50,51,0.8291179776749535
US16280525,US20190181540,"Wireless handheld devices, radiation systems and manufacturing methods",Inactive-NA,United States,,,47,52,0.8250300630015948
US61837265,,Scattered virtual antenna technology for wireless devices,Inactive-Sold,United States,,2014-06-21 00:00:00,0,0,1.0416666666666667
EP13003171,,Scattered virtual antenna technology for wireless devices,Inactive-Sold,European Patent,,2014-06-21 00:00:00,0,0,1.0416666666666667
US14308175,US20140375521,Scattered virtual antenna technology for wireless devices,Inactive-Sold,United States,2018-08-28 00:00:00,2034-11-27 00:00:00,24,27,2.3947076046323166
US15875817,US20180145399,Slim booster bars for electronic devices,Inactive-NA,United States,2019-03-19 00:00:00,2034-07-24 00:00:00,77,77,2.186246830313962
US14807449,US20160028152,Slim booster bars for electronic devices,Inactive-NA,United States,2018-05-01 00:00:00,2034-09-28 00:00:00,69,77,2.1699866677123363
EP14178369,,Slim booster bars for electronic devices,Inactive-Sold,European Patent,,2015-07-24 00:00:00,0,0,1.0416666666666667
US62028494,,Slim booster bars for electronic devices,Inactive-Sold,United States,,2016-07-24 00:00:00,0,0,1.0416666666666667
PCTEP2015066778,WO2016012507,Slim booster bars for electronic devices,Inactive-NA,International,,,72,77,0.926084228687946
CN201580041769,CN106575816,Slim booster bars for electronic devices,Inactive-NA,China P.R.,,,71,78,0.9260613546649936
US16274013,US20190190122,Slim booster bars for electronic devices,Inactive-NA,United States,,,77,77,0.9362468303139624
EP15177826,EP2978069,Slim booster bars for electronic devices,Inactive-NA,European Patent,,,63,81,0.91583013097012
EP14189253,,Antennaless wireless device for multi-region operation,Inactive-Sold,European Patent,,2015-01-05 00:00:00,0,0,1.0416666666666667
EP14191145,,Antennaless wireless device for multi-region operation,Inactive-Sold,European Patent,,2015-01-20 00:00:00,0,0,1.0416666666666667
EP15165167,,Antennaless wireless device for multi-region operation,Inactive-Sold,European Patent,,2015-07-03 00:00:00,0,0,1.0416666666666667
US62064716,,Antennaless wireless device for multi-region operation,Inactive-Sold,United States,,2015-10-16 00:00:00,0,0,1.0416666666666667
US62072671,,Antennaless wireless device for multi-region operation,Inactive-Sold,United States,,2015-10-30 00:00:00,0,0,1.0416666666666667
US62152991,,Antennaless wireless device for multi-region operation,Inactive-Sold,United States,,2016-04-27 00:00:00,0,0,1.0416666666666667
US16180441,US20190260125,Wireless device using an array of ground plane boosters for multiband operation,Inactive-NA,United States,2020-01-08 00:00:00,2035-03-27 00:00:00,27,27,1.9841384989412594
US15081467,US20160285166,Wireless device using an array of ground plane boosters for multiband operation,Inactive-NA,United States,2019-03-05 00:00:00,2035-06-15 00:00:00,23,27,1.9760084176404464
EP15161245,,Wireless device using an array of ground plane boosters for multiband operation,Inactive-Sold,European Patent,,2016-03-27 00:00:00,0,0,1.0416666666666667
US62139809,,Wireless device using an array of ground plane boosters for multiband operation,Inactive-Sold,United States,,2016-03-30 00:00:00,0,0,1.0416666666666667
EP16162691,EP3073568,Wireless device using an array of ground plane boosters for multiband operation,Inactive-NA,European Patent,,,17,30,0.7198422345959793
US14878520,US20160111790,Coupled antenna system for multiband operation,Inactive-NA,United States,2019-02-05 00:00:00,2035-08-26 00:00:00,16,17,1.941684312341516
EP15167298,,Coupled antenna system for multiband operation,Inactive-Sold,European Patent,,2015-07-23 00:00:00,0,0,1.0416666666666667
US62159998,,Coupled antenna system for multiband operation,Inactive-Sold,United States,,2016-05-12 00:00:00,0,0,1.0416666666666667
US16232749,US20190221936,Coupled antenna system for multiband operation,Inactive-NA,United States,,,17,17,0.6937168326667188
US62277541,,Wireless device,Inactive-NA,United States,,2017-01-12 00:00:00,0,0,0.625
US15404969,US20170202058,Wireless device,Inactive-NA,United States,2018-11-06 00:00:00,2036-01-12 00:00:00,32,36,2.012387917287533
EP16150835,,Wireless device,Inactive-NA,European Patent,,,0,0,0.625
P201600816,,Wireless device,Inactive-NA,Spain,,,0,0,0.625
US16160613,US20190089397,Wireless device,Inactive-NA,United States,,,31,36,0.7603553969623298
EP16153856,,Wireless device including optimized antenna system on metal frame,Inactive-NA,European Patent,,2016-04-07 00:00:00,0,0,0.625
US62281749,,Wireless device including optimized antenna system on metal frame,Inactive-NA,United States,,2017-01-22 00:00:00,0,0,0.625
US15411414,US20170214776,Wireless device including optimized antenna system on metal frame,Inactive-NA,United States,2018-06-26 00:00:00,2036-01-22 00:00:00,10,14,1.923460251483544
US62286469,,Multi-structure antenna for multiband operation,Inactive-NA,United States,,2017-01-25 00:00:00,0,0,0.625
US15415557,US20170214137,Multi-structure antenna for multiband operation,Inactive-NA,United States,2019-07-09 00:00:00,2036-05-01 00:00:00,4,5,1.8931783128120672
US16433744,,Multi-structure antenna for multiband operation,Inactive-NA,United States,,,0,0,0.625
US62289415,,Wireless device with a defected ground plane structure,Inactive-NA,United States,,2017-02-01 00:00:00,0,0,0.625
US15422044,US20170222302,Wireless device with a defected ground plane structure,Inactive-NA,United States,,,4,9,0.6512168980210702
US62295577,,Wireless Device Including Optimized Antenna System on Metal Frame,Inactive-NA,United States,,2017-02-16 00:00:00,0,0,0.625
EP16157627,,Wireless Device Including Optimized Antenna System on Metal Frame,Inactive-NA,European Patent,,,0,0,0.625
US15434960,US20170237151,Wireless Device Including Optimized Antenna System on Metal Frame,Inactive-NA,United States,,,25,30,0.7361023971976054
US62328073,,Ground plane booster antenna technology for wearable devices,Inactive-NA,United States,,2017-04-27 00:00:00,0,0,0.625
US15499551,US20170317406,Ground plane booster antenna technology for wearable devices,Inactive-NA,United States,,,56,56,0.8513613311374271
EP16174098,,Wireless device and antenna system with extended bandwidth,Inactive-NA,European Patent,,2017-06-13 00:00:00,0,0,0.625
US62349124,,Wireless device and antenna system with extended bandwidth,Inactive-NA,United States,,2017-06-13 00:00:00,0,0,0.625
US15621792,US20170358848,Wireless device and antenna system with extended bandwidth,Inactive-NA,United States,2020-03-24 00:00:00,2036-06-13 00:00:00,21,25,1.9679240843855383
US62424592,,Miniature Sharkfin Wireless Device with a Shaped Ground Plane,Inactive-NA,United States,,2017-11-21 00:00:00,0,0,0.625
US62444389,,Virtual Antenna Solution for Wearable Devices,Inactive-NA,United States,,2018-01-10 00:00:00,0,0,0.625
US62529032,,Modular multi-stage antenna system and component for wireless communications,Inactive-NA,United States,,2018-07-06 00:00:00,0,0,0.625
EP18158695,,Modular multi-stage antenna system and component for wireless communications,Inactive-NA,European Patent,,2019-02-26 00:00:00,0,0,0.8333333333333333
US62634943,,Modular multi-stage antenna system and component for wireless communications,Inactive-NA,United States,,2019-02-26 00:00:00,0,0,0.8333333333333333
PCTEP2018068436,WO2019008171,Modular multi-stage antenna system and component for wireless communications,Inactive-NA,International,,,0,13,0.6511254019292605
EP17199281,,Virtual Antenna Solution in close proximity to conductive bodies,Inactive-NA,European Patent,,2018-10-30 00:00:00,0,0,0.625
US62578538,,Virtual Antenna Solution in close proximity to conductive bodies,Inactive-NA,United States,,2018-10-30 00:00:00,0,0,0.625
PCTEP2018079760,WO2019086486,Virtual Antenna Solution in close proximity to conductive bodies,Inactive-NA,International,,,8,13,0.6673855645308866
